"filename", "language", "JSON", "Java", "comment", "blank", "total"
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\java\com\google\maps\model\LatLngAssert.java", "Java", 0, 9, 15, 6, 30
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\AutocompletePredictionStructuredFormatting.json", "JSON", 50, 0, 0, 1, 51
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\DirectionsAlongPath.json", "JSON", 805, 0, 0, 0, 805
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\DirectionsApiBuilderResponse.json", "JSON", 17, 0, 0, 0, 17
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\FindPlaceFromTextMuseumOfContemporaryArt.json", "JSON", 40, 0, 0, 2, 42
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeocodeLibraryType.json", "JSON", 74, 0, 0, 2, 76
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationAlternatePayloadBuilder.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationBasicResponse.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationDocSampleResponse.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationMaximumCellTower.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationMaximumWifiResponse.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationMinimumCellTowerResponse.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GeolocationMinimumWifiResponse.json", "JSON", 7, 0, 0, 0, 7
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GetDirectionsResponse.json", "JSON", 37, 0, 0, 0, 37
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\GetDistanceMatrixWithBasicStringParams.json", "JSON", 494, 0, 0, 0, 494
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\OverQueryLimitResponse.json", "JSON", 4, 0, 0, 1, 5
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlaceDetailsFood.json", "JSON", 20, 0, 0, 1, 21
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlaceDetailsResponse.json", "JSON", 274, 0, 0, 1, 275
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlaceDetailsResponseForPermanentlyClosedPlace.json", "JSON", 7, 0, 0, 1, 8
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlaceDetailsResponseWithBusinessStatus.json", "JSON", 7, 0, 0, 1, 8
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlaceGeocodeResponse.json", "JSON", 68, 0, 0, 0, 68
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiDetailsInFrenchResponse.json", "JSON", 342, 0, 0, 0, 342
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiNearbySearchRequestByKeywordResponse.json", "JSON", 939, 0, 0, 1, 940
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiNearbySearchRequestByNameResponse.json", "JSON", 3004, 0, 0, 1, 3005
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiNearbySearchRequestByTypeResponse.json", "JSON", 3569, 0, 0, 0, 3569
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiPhotoResponse.json", "JSON", 319, 0, 0, 1, 320
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiPizzaInNewYorkResponse.json", "JSON", 942, 0, 0, 0, 942
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiPlaceAutocompleteResponse.json", "JSON", 293, 0, 0, 1, 294
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiPlaceAutocompleteWithTypeResponse.json", "JSON", 227, 0, 0, 0, 227
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\PlacesApiTextSearchResponse.json", "JSON", 178, 0, 0, 1, 179
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\QueryAutocompleteResponse.json", "JSON", 184, 0, 0, 1, 185
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\QueryAutocompleteResponseWithPlaceID.json", "JSON", 46, 0, 0, 1, 47
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\ResponseTimesArePopulatedCorrectly.json", "JSON", 34, 0, 0, 0, 34
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\ReverseGeocodeResponse.json", "JSON", 675, 0, 0, 0, 675
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\ReverseGeocodeWithKitaWardResponse.json", "JSON", 649, 0, 0, 0, 649
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\RoadsApiNearestRoadsResponse.json", "JSON", 108, 0, 0, 0, 108
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\RoadsApiSnapToRoadResponse.json", "JSON", 60, 0, 0, 0, 60
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\RoadsApiSnappedSpeedLimitResponse.json", "JSON", 97, 0, 0, 0, 97
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\RoadsApiSpeedLimitsResponse.json", "JSON", 97, 0, 0, 0, 97
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\RoadsApiSpeedLimitsUSAResponse.json", "JSON", 97, 0, 0, 0, 97
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\RoadsApiSpeedLimitsWithPlaceIds.json", "JSON", 19, 0, 0, 0, 19
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\SimpleGeocodeResponse.json", "JSON", 68, 0, 0, 0, 68
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\SimpleReverseGeocodeResponse.json", "JSON", 702, 0, 0, 0, 702
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\TextSearchPizzaInNYC.json", "JSON", 741, 0, 0, 1, 742
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\TextSearchResponse.json", "JSON", 38, 0, 0, 1, 39
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\UtfResultGeocodeResponse.json", "JSON", 394, 0, 0, 0, 394
"d:\Aman\Dalhousie\Term 1\ASDC\Assignment\google-maps-services-java\src\test\resources\com\google\maps\placesApiKitaWardResponse.json", "JSON", 45, 0, 0, 0, 45
"Total", "-", 15813, 11545, 6251, 2660, 36269
